Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
Q852J98X,journalArticle,2022.0,"He, L.; Arvidson, R. E.; OʼSullivan, J. A.; Morris, R. V.; Condus, T.; Hughes, M. N.; Powell, K. E.","Surface Kinetic Temperatures and Nontronite Single Scattering Albedo Spectra From Mars Reconnaissance Orbiter CRISM Hyperspectral Imaging Data Over Glen Torridon, Gale Crater, Mars",Journal of Geophysical Research: Planets,,"2169-9097, 2169-9100",10.1029/2021JE007092,https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2021JE007092,"The Mars Reconnaissance Orbiter Compact Imaging Spectrometer for Mars (CRISM) covers the spectral range from 0.362 to 3.92 μm with a midafternoon local solar time data acquisition. For equatorial to midlatitudes, depending on the season and surface materials, wavelengths longer than ∼2.65 μm exhibit spectral radiances on sensor that include sunlight and thermal-emission related terms. We developed a radiative transfer based neural network approach to model both solar and emitted terms in which surface kinetic temperatures are retrieved for each image pixel, together with single scattering albedo spectra, over the full CRISM wavelength range. We applied the method to along-track oversampled scene FRT00021C92 over Glen Torridon within Gale Crater, where the Curiosity rover traversed and acquired remote sensing and in-situ data. Synergistic analysis of orbital and rover-based data, coupled with laboratory analyses of ferric-rich smectites, provide a self-consistent set of results for the presence of desiccated nontronite associated with Murray formation mudstones exposed as periodic bedrock ridges located just to the south of Vera Rubin ridge. The desiccated nature is consistent with Curiosity's CheMin data, which for Glen Torridon drill samples indicate an abundance of nontronite having a collapsed structure resulting from loss of interlayer H2O.",2022-09,2025-09-13 04:50:32,2025-09-13 04:50:32,2025-09-13 04:50:32,e2021JE007092,,9,127.0,,JGR Planets,,,,,,,,en,,,,,DOI.org (Crossref),,,,D:\Zotero\storage\HFHMA3YW\He 等 - 2022 - Surface Kinetic Temperatures and Nontronite Single Scattering Albedo Spectra From Mars Reconnaissanc.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9MEZC9BL,journalArticle,2022.0,"Howari, Fares M.; Sharma, Manish; Xavier, Cijo M.; Nazzal, Yousef; Alaydaroos, Fatima","Atmospheric, Geomorphological, and Compositional Analysis of Martian Asimov and Hale Craters: Implications for Recurring Slope Lineae",Frontiers in Astronomy and Space Sciences,,2296-987X,10.3389/fspas.2021.781166,https://www.frontiersin.org/articles/10.3389/fspas.2021.781166/full,"Recurring slope lineae (RSL) are small, dark, seasonal albedo features lengthening down “warm” Martian steep slopes. Their origin has been attributed to both liquid and dry processes, hence representing one of the major open science questions on present day Mars. In the present study, we report a catalog of previous literature and newly added RSL sites making a total of 940 sites globally on Mars along with the detailed geological and compositional investigation of the Hale and Asimov craters with their RSL features. We also estimate temperature and atmospheric water abundances in the study area, which are two of the main factors to explain the origin and formation of RSL. The study found that the Asimov crater’s local temperatures are high enough to allow either the melting of brines or deliquescence of calcium perchlorate and other salts during the HiRISE observation period and found the water vapor column to be nearly five times higher than those measured “before RSL appearance.” This supports the theory of deliquescence as one of the mechanisms for the regolith-atmosphere interaction and RSL formation in the studied crater, which suggests that minerals absorb moisture from the environment until the minerals dissolve in the absorbed water and yield a solution. We also used compact reconnaissance imaging spectrometer for Mars–derived browse products for a compositional study associated with RSL features hosting craters and surface characteristics of Mars.",2022-01-17,2025-09-13 04:50:34,2025-09-13 04:50:34,2025-09-13 04:50:34,781166,,,8.0,,Front. Astron. Space Sci.,"Atmospheric, Geomorphological, and Compositional Analysis of Martian Asimov and Hale Craters",,,,,,,en,,,,,DOI.org (Crossref),,,,"D:\Zotero\storage\ATDGMH25\Howari 等 - 2022 - Atmospheric, Geomorphological, and Compositional Analysis of Martian Asimov and Hale Craters Implic.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMAD7IUX,journalArticle,2022.0,"Qin, Lang; Wu, Xing; Huang, Liying; Liu, Yang; Zou, Yongliao",Spectroscopic and Petrographic Investigations of Lunar Mg-Suite Meteorite Northwest Africa 8687,Remote Sensing,,2072-4292,10.3390/rs14122952,https://www.mdpi.com/2072-4292/14/12/2952,"Magnesian suite (Mg-suite) rocks represent plutonic materials from the lunar crust, and their global distribution can provide critical information for the early magmatic differentiation and crustal asymmetries of the Moon. Visible and near-infrared (VNIR) spectrometers mounted on orbiters and rovers have been proven to be powerful approaches for planetary mineral mapping, which are instrumental in diagnosing Mg-suite rocks. However, due to the scarcity and diversity of Mg-suite samples, laboratory measurements with variable proportions of minerals are imperative for spectral characterization. In this study, spectroscopic investigation and petrographic study were conducted on lunar Mg-suite meteorite Northwest Africa 8687. We classify the sample as a pink spinel-bearing anorthositic norite through spectral and petrographic characteristics. The ground-truth information of the Mg-suite rock is provided for future exploration. Meanwhile, the results imply that the VNIR technique has the potential to identify highland rock types by mineral modal abundance and could further be applied in extraterrestrial samples for primary examination due to its advantage of being fast and non-destructive.",2022-06-20,2025-09-13 04:50:36,2025-09-13 04:50:36,2025-09-13 04:50:36,2952,,12,14.0,,Remote Sensing,,,,,,,,en,https://creativecommons.org/licenses/by/4.0/,,,,DOI.org (Crossref),,,,D:\Zotero\storage\SIIZKKH6\Qin 等 - 2022 - Spectroscopic and Petrographic Investigations of Lunar Mg-Suite Meteorite Northwest Africa 8687.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5XMEJDAY,journalArticle,2022.0,"Leask, Ellen K.; Ehlmann, Bethany L.",Evidence for Deposition of Chloride on Mars From Small‐Volume Surface Water Events Into the Late Hesperian‐Early Amazonian,AGU Advances,,"2576-604X, 2576-604X",10.1029/2021AV000534,https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2021AV000534,"We determine the environmental setting and timing of enigmatic large-scale chloride deposits on Mars, examining all available high-resolution imagery globally, building digital elevation models, surveying targeted infrared images intersecting chloride deposits for accessory minerals (e.g., clay, carbonate, and sulfate), and performing crater counting for age-dating when possible. We find that chloride deposits are commonly draped atop underlying topography, often associated with channels, sometimes perched above deep craters in local topographic lows, and span a wide range of elevations. Where measurable, chloride deposit thicknesses are typically <3 m. The deposits range in elevation over tens of meters, inconsistent with previous hypotheses of playa-like environments, which are very flat. Chloride deposit elevations within larger basins are typically asymmetric with chloride deposits much higher on the inlet channel side, indicating that (a) surface water runoff was the most likely water source and (b) the basins were likely not filled completely with water in a deep lake setting but rather chlorides formed within a series of shallow ponds. Mass balance allows local sourcing from mobilization of cations and chlorine from dust/soil. Though prior global-scale studies report chloride deposits superimposed on Noachian terrains, crater-counting of local, stratigraphically-associated datable surfaces shows chlorides superimposed on 3.4–2.3 Ga volcanic terrain. This indicates that surface waters forming chloride deposits continued through the Hesperian and into the Amazonian, making them among the latest-formed, large-scale deposits of water-related minerals on Mars. Collectively, data suggest formation from meltwater from episodic ice/snow deposits continuing until 2.0–2.5 Ga.",2022-02,2025-09-13 04:50:38,2025-09-13 04:50:38,2025-09-13 04:50:38,e2021AV000534,,1,3.0,,AGU Advances,,,,,,,,en,,,,,DOI.org (Crossref),,,,D:\Zotero\storage\S3RS5AML\Leask和Ehlmann - 2022 - Evidence for Deposition of Chloride on Mars From Small‐Volume Surface Water Events Into the Late Hes.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCAJCEZ8,journalArticle,2022.0,"Fernandes, Michael; Pletl, Alexander; Thomas, Nicolas; Rossi, Angelo Pio; Elser, Benedikt",Generation and Optimization of Spectral Cluster Maps to Enable Data Fusion of CaSSIS and CRISM Datasets,Remote Sensing,,2072-4292,10.3390/rs14112524,https://www.mdpi.com/2072-4292/14/11/2524,"Four-band color imaging of the Martian surface using the Color and Stereo Surface Imaging System (CaSSIS) onboard the European Space Agency’s ExoMars Trace Gas Orbiter exhibits a high color diversity in speciﬁc regions. Not only is the correlation of color diversity maps with local morphological properties desirable, but mineralogical interpretation of the observations is also of great interest. The relatively high spatial resolution of CaSSIS data mitigates its low spectral resolution. In this paper, we combine the broad-band imaging of the surface of Mars, acquired by CaSSIS with hyperspectral data from the Compact Reconnaissance Imaging Spectrometer (CRISM) onboard NASA’s Mars Reconnaissance Orbiter to achieve a fusion of both datasets. We achieve this using dimensionality reduction and data clustering of the high dimensional datasets from CRISM. In the presented research, CRISM data from the Coprates Chasma region of Mars are tested with different machine learning methods and compared for robustness. With the help of a suitable metric, the best method is selected and, in a further step, an optimal cluster number is determined. To validate the methods, the so-called “summary products” derived from the hyperspectral data are used to correlate each cluster with its mineralogical properties. We restrict the analysis to the visible range in order to match the generated clusters to the CaSSIS band information in the range of 436–1100 nm. In the machine learning community, the so-called UMAP method for dimensionality reduction has recently gained attention because of its speed compared to the already established t-SNE. The results of this analysis also show that this method in combination with the simple K-Means outperforms comparable methods in its efficiency and speed. The cluster size obtained is between three and six clusters. Correlating the spectral cluster maps with the given summary products from CRISM shows that four bands, and especially the NIR bands and VIS albedo, are sufficient to discriminate most of these clusters. This demonstrates that features in the four-band CaSSIS images can provide robust mineralogical information, despite the limited spectral information using semi-automatic processing.",2022-05-25,2025-09-13 04:50:40,2025-09-13 04:50:40,2025-09-13 04:50:40,2524,,11,14.0,,Remote Sensing,,,,,,,,en,https://creativecommons.org/licenses/by/4.0/,,,,DOI.org (Crossref),,,,D:\Zotero\storage\CJ59HEXP\Fernandes 等 - 2022 - Generation and Optimization of Spectral Cluster Maps to Enable Data Fusion of CaSSIS and CRISM Datas.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUZRF5IC,journalArticle,2022.0,"Pajola, M.; Pozzobon, R.; Silvestro, S.; Salese, F.; Rossato, S.; Pompilio, L.; Munaretto, G.; Teodoro, L.; Kling, A.; Simioni, E.; Lucchetti, A.; Tornabene, L.L.; Marinangeli, L.; Tangari, A.C.; Wilson, J.; Cremonese, G.; Massironi, M.; Thomas, N.","Geology, in-situ resource-identification and engineering analysis of the Vernal crater area (Arabia Terra): A suitable Mars human landing site candidate",Planetary and Space Science,,00320633,10.1016/j.pss.2022.105444,https://linkinghub.elsevier.com/retrieve/pii/S0032063322000307,"A multidisciplinary study of an ancient area of Mars (Early to Late Noachian) located in Arabia Terra is presented, centred at 6 10N, 354 540 E and including the 55 km size Vernal crater. By means of different spatial scale imagery datasets and digital terrain models (MOLA, THEMIS, HRSC, CTX, CaSSIS and HiRISE), we prepare a highresolution geological map of the study site. We highlight the different bedrock stratigraphy inside the Vernal crater which is of particular exobiological interest given the presence of putative ancient hot springs, as well as identifying multiple transverse aeolian ridges, inverted fracture networks and paleochannels, mounds, and a 58 m fresh crater located just outside Vernal crater rim. Within all low-latitude regions of Mars, the studied site presents the highest values (up to 16.0 wt%) of water equivalent hydrogen, hence suggesting that there is a widespread presence of in situ subsurface (at maximum depths of 1–2 m) natural resources, such as water ice and/or hydrated minerals. The equatorial location of the area results in the maximum surface temperature and the highest mean solar ﬂux gatherable on the surface of the planet throughout the year. The interesting scientiﬁc case, coupled with the presence of in situ exploitable resources and the thorough accomplishment of all landing/roving engineering safety requirements, make the Vernal crater area a strong landing site candidate for future human exploration of Mars.",2022-04,2025-09-13 04:50:44,2025-09-13 04:50:44,2025-09-13 04:50:44,105444,,,213.0,,Planetary and Space Science,"Geology, in-situ resource-identification and engineering analysis of the Vernal crater area (Arabia Terra)",,,,,,,en,,,,,DOI.org (Crossref),,,,"D:\Zotero\storage\JMMEYPJ8\Pajola 等 - 2022 - Geology, in-situ resource-identification and engineering analysis of the Vernal crater area (Arabia.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISGGYP3P,journalArticle,2022.0,"Plebani, Emanuele; Ehlmann, Bethany L.; Leask, Ellen K.; Fox, Valerie K.; Dundar, M. Murat",A machine learning toolkit for CRISM image analysis,Icarus,,00191035,10.1016/j.icarus.2021.114849,https://linkinghub.elsevier.com/retrieve/pii/S0019103521004905,"Hyperspectral images collected by remote sensing have played a significant role in the discovery of aqueous alteration minerals, which in turn have important implications for our understanding of the changing habitability on Mars. Traditional spectral analyzes based on summary parameters have been helpful in converting hyperspectral cubes into readily visualizable three channel maps highlighting high-level mineral composition of the Martian terrain. These maps have been used as a starting point in the search for specific mineral phases in images. Although the amount of labor needed to verify the presence of a mineral phase in an image is quite limited for phases that emerge with high abundance, manual processing becomes laborious when the task involves determining the spatial extent of detected phases or identifying small outcrops of secondary phases that appear in only a few pixels within an image. Thanks to extensive use of remote sensing data and rover expeditions, significant domain knowledge has accumulated over the years about mineral composition of several regions of interest on Mars, which allow us to collect reliable labeled data required to train machine learning algorithms. In this study we demonstrate the utility of machine learning in two essential tasks for hyperspectral data analysis: nonlinear noise removal and mineral classification. We develop a simple yet effective hierarchical Bayesian model for estimating distributions of spectral patterns and extensively validate this model for mineral classification on several test images. Our results demonstrate that machine learning can be highly effective in exposing tiny outcrops of specific phases in orbital data that are not uncovered by traditional spectral analysis. We package implemented scripts, documentation illustrating use cases, and pixel-scale training data collected from dozens of well-characterized images into a new toolkit. We hope that this new toolkit will provide advanced and effective processing tools and improve community’s ability to map compositional units in remote sensing data quickly, accurately, and at scale.",2022-04,2025-09-13 04:50:48,2025-09-13 04:50:48,2025-09-13 04:50:48,114849,,,376.0,,Icarus,,,,,,,,en,,,,,DOI.org (Crossref),,,,D:\Zotero\storage\665JCQQR\Plebani 等 - 2022 - A machine learning toolkit for CRISM image analysis.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP4PL7JU,journalArticle,2022.0,"Rogers, A. Deanne; Farrand, William H.",Spectral evidence for alkaline rocks and compositional diversity among feldspathic light-toned terrains on Mars,Icarus,,00191035,10.1016/j.icarus.2022.114883,https://linkinghub.elsevier.com/retrieve/pii/S0019103522000057,"Previously reported plagioclase detections in the near-IR (NIR) are associated with crater-exposed subsurface materials as well as light-toned bedrock plains with poor crater retention. Because Fe-bearing plagioclase has a weak ~1.25 μm feature that can be easily obscured by stronger absorptions in most pyroxenes and olivines, candidate lithologies must be dominated by plagioclase (e.g., anorthosite) and/or by spectrally neutral materials (e.g., quartz, K-spar, some volcanic glasses, some Fe2+ poor pyroxenes). To further understand the lithologies associated with NIR plagioclase detections, we investigated the spectral nature of these materials with THEMIS and CRISM data, focused on six light-toned plains exposures in Nili Patera caldera and Terra Sabaea (~20–25◦S, ~40–47◦E). Thermal infrared data from THEMIS can discriminate between some of the candidate lithologies; however, it has a lower spatial resolution (100 m/pix) than CRISM (18 m/pix) thus increasing the likelihood of subpixel mixing of rock and sand. We forward modeled a range of spectral mixtures of mafic sands with alkaline and subalkaline volcanic lithologies spanning the total alkali-silica diagram to identify the suite of rock compositions that could plausibly fit the THEMIS observations. In Nili Patera, feldspathic materials likely consist of a plagioclase-dominated composition with silica content below ~60 wt%. However, in at least one location in Terra Sabaea, lithologies with significant alkali feldspar (trachyandesitic to trachytic) and with silica contents up to ~60–65% are inferred from THEMIS observations. Terra Sabaea feldspathic materials could contain silica contents that straddle the boundary between intermediate-to-felsic lithologies; however, highly silicic or quartzbearing compositions (e.g., rhyolites, granite, dacites) are not associated with the locations studied. Last, these results indicate that NIR-based plagioclase detections are associated with differing lithologies.",2022-04,2025-09-13 04:50:50,2025-09-13 04:50:50,2025-09-13 04:50:50,114883,,,376.0,,Icarus,,,,,,,,en,,,,,DOI.org (Crossref),,,,D:\Zotero\storage\2IUZE8G5\Rogers和Farrand - 2022 - Spectral evidence for alkaline rocks and compositional diversity among feldspathic light-toned terra.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRU3GSX2,journalArticle,2022.0,"Schmidt, G.; Luzzi, E.; Rossi, A. P.; Pondrelli, M.; Apuzzo, A.; Salvini, F.","Protracted Hydrogeological Activity in Arabia Terra, Mars: Evidence From the Structure and Mineralogy of the Layered Deposits of Becquerel Crater",Journal of Geophysical Research: Planets,,"2169-9097, 2169-9100",10.1029/2022JE007320,https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2022JE007320,"The formation of layered mounds on Mars remains a major topic of debate, with the relationship between their deposition and chemical alteration a major aspect still to be constrained. The association these deposits have with hydrated minerals indicates aqueous processes were active in their past, however the extent and duration of this aqueous period has yet to be fully realized. We studied compositional, stratigraphical, and structural characteristics of two separate layered deposits within Becquerel crater, Arabia Terra, to constrain their origins and the intensity of past aqueous activity. We find that due to key differences in composition, layering, and deformation between the two deposits, the timing of important depositional changes within Becquerel can be identified. We propose a scenario involving differences in fluid expulsion intensity and water level between the two layered deposits, in which diverse depositional and post-depositional environments were able to form. Furthermore, internal collapsing and deformation of the main mound might reflect that fluid upwelling persisted below the mound after formation. Determining the relationship between these two deposits is an important step in unraveling the past climate of Arabia Terra, and more broadly Mars. The evidence of protracted fluid expulsion represents a unique opportunity for future missions searching for signs of past life.",2022-09,2025-09-13 04:50:52,2025-09-13 04:50:52,2025-09-13 04:50:52,e2022JE007320,,9,127.0,,JGR Planets,"Protracted Hydrogeological Activity in Arabia Terra, Mars",,,,,,,en,,,,,DOI.org (Crossref),,,,"D:\Zotero\storage\M2JJDHHY\Schmidt 等 - 2022 - Protracted Hydrogeological Activity in Arabia Terra, Mars Evidence From the Structure and Mineralog.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REBTDYEN,journalArticle,2022.0,"Shozaki, Hiroki; Sekine, Yasuhito; Guttenberg, Nicholas; Komatsu, Goro","Recognition and Classification of Martian Chaos Terrains Using Imagery Machine Learning: A Global Distribution of Chaos Linked to Groundwater Circulation, Catastrophic Flooding, and Magmatism on Mars",Remote Sensing,,2072-4292,10.3390/rs14163883,https://www.mdpi.com/2072-4292/14/16/3883,"Martian chaos terrains are fractured depressions consisting of block landforms that are often located in source areas of outﬂow channels. Numerous chaos and chaos-like features have been found on Mars; however, a global-scale classiﬁcation has not been pursued. Here, we perform recognition and classiﬁcation of Martian chaos using imagery machine learning. We developed neural network models to classify block landforms commonly found in chaos terrains—which are associated with outﬂow channels formed by water activity (referred to as Aromatum-Hydraotes-Oxia-like (or AHO) chaos blocks) or with geological features suggesting volcanic activity (Arsinoes-Pyrrhae-like (or AP) chaos blocks)—and also non-chaos surface features, based on >1400 surface images. Our models can recognize chaos and non-chaos features with 93.9% ± 0.3% test accuracy, and they can be used to classify both AHO and AP chaos blocks with >89 ± 4% test accuracy. By applying our models to ~3150 images of block landforms of chaos-like features, we identiﬁed 2 types of chaos terrain. These include hybrid chaos terrain, where AHO and AP chaos blocks co-exist in one basin, and AHO-dominant chaos terrain. Hybrid chaos terrains are predominantly found in the circumChryse outﬂow channels region. AHO-dominant chaos terrains are widely distributed across Aeolis, Cydonia, and Nepenthes Mensae along the dichotomy boundary. Their locations coincide with regions suggested to exhibit upwelling groundwater on Hesperian Mars.",2022-08-10,2025-09-13 04:50:54,2025-09-13 04:50:55,2025-09-13 04:50:54,3883,,16,14.0,,Remote Sensing,Recognition and Classification of Martian Chaos Terrains Using Imagery Machine Learning,,,,,,,en,https://creativecommons.org/licenses/by/4.0/,,,,DOI.org (Crossref),,,,D:\Zotero\storage\3XX5UAX2\Shozaki 等 - 2022 - Recognition and Classification of Martian Chaos Terrains Using Imagery Machine Learning A Global Di.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BPTTQIF8,journalArticle,2022.0,"Singh, Deepali; Singh, Priyadarshini; Roy, Nidhi; Mukherjee, Saumitra",Investigation of mineral assemblages in a newly identified endorheic playa near Huygens basin on Mars and their astrobiological implications,Icarus,,00191035,10.1016/j.icarus.2021.114757,https://linkinghub.elsevier.com/retrieve/pii/S0019103521004103,"The present study investigated an inter-crater depression, which is hypothesized to have been hydrologically active in the past. Mineralogical analysis of the putative lake was carried out to examine the presence of secondary minerals and decipher its aqueous alteration history. The basin was observed to be predominant in monoand polyhydrated sulfates and hydrated silica with intermittent exposures of Al-phyllosilicates such as montmorillonite and beidellite. Later, mineral profiling of the surrounding terrain was also carried out to infer the origin of these minerals. We recorded signatures of Mg-rich smectite (saponite) and Fe/Ca‑carbonate in crater rims and ejecta here, in addition to the minerals previously identified within the basin. Spectro-morphological examination of the entire region helped in understanding the emplacement of the minerals and construction of the life cycle of the lake. The contrasting environmental conditions required for the formation of these minerals suggest that the basin witnessed multiple hydrological cycles and that it was active for a long period of time. We propose the basin to be an endorheic playa with geologically complex terrain which may hold good biosignature preservation potential for future exploration missions. Finally, our preliminary exploration of the area highlights the importance of inter-crater depressions on Mars and their significance in water budgeting, even if a small percentage of them were hydrologically active.",2022-01,2025-09-13 04:50:57,2025-09-13 04:50:57,2025-09-13 04:50:57,114757,,,372.0,,Icarus,,,,,,,,en,,,,,DOI.org (Crossref),,,,D:\Zotero\storage\STYBVFGA\Singh 等 - 2022 - Investigation of mineral assemblages in a newly identified endorheic playa near Huygens basin on Mar.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5QKGKW3A,journalArticle,2022.0,"Sinha, Prakhar; Horgan, Briony",Sediments Within the Icy North Polar Deposits of Mars Record Recent Impacts and Volcanism,Geophysical Research Letters,,"0094-8276, 1944-8007",10.1029/2022GL097758,https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2022GL097758,"The North Polar Layered Deposits (NPLD) of Mars are ice-rich sedimentary layers that formed under the influence of Mars' modern climate and thus record the recent climatic history of Mars, analogous to terrestrial ice sheets. The 2013–2023 Planetary Science Decadal Survey recommends a lander mission to sample the NPLD for climatic records; however, linking the geologic record to the climatic history will require quantitative dating of the NPLD. In this study we use orbital reflectance spectroscopy to show for the first time that dateable mafic lithics are present throughout the NPLD. We find significant glass as well as diverse crystalline minerals, which suggests that surface processes like impacts and volcanism were active during the late Amazonian and transported sediments from across the planet to the north pole. In situ investigation of the NPLD will thus provide critical quantitative constraints on both the recent geologic and climatic histories of Mars.",2022-04-28,2025-09-13 04:51:00,2025-09-13 04:51:00,2025-09-13 04:51:00,e2022GL097758,,8,49.0,,Geophysical Research Letters,,,,,,,,en,,,,,DOI.org (Crossref),,,,D:\Zotero\storage\7F54B88F\Sinha和Horgan - 2022 - Sediments Within the Icy North Polar Deposits of Mars Record Recent Impacts and Volcanism.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9FIM7BQT,journalArticle,2022.0,"Weitz, Catherine M.; Bishop, Janice L.; Grant, John A.; Wilson, Sharon A.; Irwin, Rossman P.; Saranathan, Arun M.; Itoh, Yuki; Parente, Mario","Clay sediments derived from fluvial activity in and around Ladon basin, Mars",Icarus,,00191035,10.1016/j.icarus.2022.115090,https://linkinghub.elsevier.com/retrieve/pii/S0019103522001993,"The morphology and mineralogy of light-toned layered sedimentary deposits were investigated using multiple orbital datasets across the Ladon basin region, including within northern Ladon Valles, southern Ladon basin, and the southwestern highlands of Ladon basin. Light-toned layered deposits are particularly widespread in Ladon Valles and Ladon basin, ranging laterally for distances over 200 km, with the thickest exposure (54 m) located at the mouth of Ladon Valles. The restriction of layered sediments below a common elevation ( 1850 m) in Ladon Valles and Ladon basin and their broad conformable distribution with bedding dips between 1 and 4◦ favor a lacustrine environment within this region during the Late Noachian to Early Hesperian. The Ladon layered deposits have spectral signatures consistent with Mg-smectites, even when the morphology of the layering varies considerably in color and brightness. These phyllosilicates were most likely eroded from the highlands upstream to the south, but the lacustrine environment may have also been favorable for in situ alteration and formation of clays. The southwestern highlands also display light-toned layered deposits within valleys and small basins. These sediments predominantly have signatures of Mg-smectites, although we also identified Fe/Mg-smectites and additional hydrated phases in some deposits. One of these altered deposits was found within a younger Holden crater secondary chain, possessing a Late Hesperian to Early Amazonian age for valleys and sediments that postdate the deposits within Ladon Valles and Ladon basin. Phyllosilicate signatures were also detected in the ejecta from two fresh craters that exposed highland materials upstream of Arda Valles, revealing that the highlands are clay-bearing and may be the most plausible source of the clay-bearing fluvialderived sediments found within the valleys and basins downstream. Some of the highland deposits are likely coeval to similar clay-bearing sediments found to the south within Holden and Eberswalde craters, indicating late, widespread fluvial activity and deposition of allochthonous clays within the broader Margaritifer Terra region when Mars was thought to be colder and drier.",2022-09,2025-09-13 04:51:05,2025-09-13 04:51:05,2025-09-13 04:51:05,115090,,,384.0,,Icarus,,,,,,,,en,,,,,DOI.org (Crossref),,,,"D:\Zotero\storage\K2YWTMK6\Weitz 等 - 2022 - Clay sediments derived from fluvial activity in and around Ladon basin, Mars.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7JNF5QPT,journalArticle,2000.0,"Bandfield, Joshua L.; Hamilton, Victoria E.; Christensen, Philip R.",A Global View of Martian Surface Compositions from MGS-TES,Science,,"0036-8075, 1095-9203",10.1126/science.287.5458.1626,https://www.science.org/doi/10.1126/science.287.5458.1626,"Thermal Emission Spectrometer (TES) data from the Mars Global Surveyor (MGS) are used to determine compositions and distributions of martian low-albedo regions. Two surface spectral signatures are identified from low-albedo regions. Comparisons with spectra of terrestrial rock samples and deconvolution results indicate that the two compositions are a basaltic composition dominated by plagioclase feldspar and clinopyroxene and an andesitic composition dominated by plagioclase feldspar and volcanic glass. The distribution of the two compositions is split roughly along the planetary dichotomy. The basaltic composition is confined to older surfaces, and the more silicic composition is concentrated in the younger northern plains.",2000-03-03,2025-08-22 13:26:41,2025-08-22 13:26:41,2025-08-22 13:26:41,1626-1630,,5458,287.0,,Science,,,,,,,,en,,,,,DOI.org (Crossref),,,,D:\Zotero\storage\9ERTEPBK\Bandfield 等 - 2000 - A Global View of Martian Surface Compositions from MGS-TES.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
